index,ngram,sentence,replace,error,replacement
962,3,"Furthermore, we evaluated the expression of CDK7 in clinical samples from breast cancer patients.","('the', 'expression', 'of')",insert_determiner,"['the', 'of']"
834,3,We find that the air quality is closely related to the number of tourists.,"('the', 'number', 'of')",split_words,"['the', 'of']"
859,3,"CONCLUSION: With nearly two-thirds of cEGPA patients presenting with cutaneous manifestation, this study highlights the importance of clinical recognition of this disease by dermatologists.","('the', 'importance', 'of')",random,"['the', 'importance']"
631,3,"In group I, the bleb wall thickness decreased from 754.67 +/- 53.93 mum in the first postoperative day to 684 +/- 81.66 mum and 671.6 +/- 69.48 mum at 1 and 3 months, respectively, while in group II, the bleb wall thickness decreased from 707.13 +/- 31.7 mum in the first postoperative day to 499.53 +/- 99.1 mum and 506 +/- 76.91 mum at 1 and 3 months, respectively.","('in', 'the', 'first')",verb_form_change_order_change,"['the', 'first']"
195,3,"In this review, we discuss the relevant anatomy, biomechanics, and rationale behind the indications and technique of our current extra-articular augmentation procedure.","('this', 'review,', 'we')",insert_determiner,"['review,', 'we']"
792,3,This study aimed to investigate the diagnostic value of combined assay of islet antigen-specific T cells and Abs in type 1 diabetes mellitus patients.,"('to', 'investigate', 'the')",insert_determiner,"['to', 'the']"
155,3,We postulate the hearing impairment relates to the development of autoimmune inner ear disease.,"('the', 'development', 'of')",random,"['the', 'development']"
670,3,CONCLUSIONS: Non-HDLC and apoB should not be viewed as interchangeable CVD risk markers in the presence of severe HTG.,"('in', 'the', 'presence')",insert_determiner,"['the', 'presence']"
153,3,The effect of positive end-expiratory pressure on cardiac output and oxygen delivery during cardiopulmonary resuscitation.,"('The', 'effect', 'of')",random,"['The', 'of']"
558,3,Are immune-related adverse events associated with the efficacy of immune checkpoint inhibitors in patients with cancer?,"('associated', 'with', 'the')",verb_form_change_order_change,"['associated', 'the']"
827,3,The mechanism of many other rare bone diseases and the role of the osteocyte in the development of such conditions still needs to be investigated.,"('role', 'of', 'the')",remove_verbs,"['of', 'the']"
941,3,"Next, the protective function of ATC-derived exosomes in rats with cerebral I/R injury was evaluated, and then the effect of miR-361 on rats with cerebral I/R injury was evaluated by changing miR-361 expression in exosomes.","('the', 'effect', 'of')",duplication,"['effect', 'of']"
12,3,"Sclareol may increase the expression of CCN1 through inhibiting the MAPK pathway, thereby inhibiting osteoclast differentiation and attenuating bone resorption.","('the', 'expression', 'of')",random,"['expression', 'of']"
364,3,The present study provides a systematic review of level 1 and level 2 screening tools for the early detection of autism under 24 months of age and an evaluation of the psychometric and measurement properties of their studies.,"('The', 'present', 'study')",random,"['present', 'study']"
621,3,"The microarray analysis was performed using USPC1 cells and USPC1-PTXR1 cells, and eight candidate microRNAs were thus selected as potential mediators of paclitaxel sensitivity.","('was', 'performed', 'using')",dictionary_replacement_verb_form_change,"['was', 'performed']"
543,3,"Conclusion: PRF is a very viable and useful biomaterial for soft-tissue healing and relieving patient symptoms, however, it does not help in hard-tissue healing with respect to cortical bone.","('is', 'a', 'very')",dictionary_replacement_verb_form_change,"['is', 'very']"
376,3,This study aimed to evaluate the effect of nurse and doctor height on occupational dose to the temple during fluoroscopically guided cardiovascular procedures.,"('to', 'evaluate', 'the')",split_words,"['evaluate', 'the']"
471,3,CONCLUSION: PCI improves the 1-year overall survival rate and reduces the risk of brain metastasis in patients with extensive-stage SCLC.,"('the', 'risk', 'of')",split_words,"['the', 'risk']"
901,3,The LRT method was also applied to longitudinal data from 2007 to 2019 where a monotone alpha-spending function was used to ensure the control of type I error at each look and overall for trend analysis.,"('was', 'used', 'to')",random,"['was', 'used']"
478,3,"Age >/= 70 years (p < 0.001), past medical history of cognitive impairment (p </= 0.001), previous delirium (p < 0.001), clinical frailty score > 3 (p < 0.001), hypertension (p < 0.05), heart failure (p < 0.01), national early warning score (NEWS) > 4 (p < 0.01), positive CXR (p < 0.01), and subsequent positive COVID-19 swab (p </= 0.001) were associated with 30-day mortality.","('(p', '<', '0.001),')",verb_form_change_insert_determiner,"['(p', '<']"
22,3,MATERIALS AND METHODS: A retrospective chart review was conducted between January 2008 and December 2015 to identify patients who had undergone surgery for cholesteatoma with an associated CF.,"('METHODS:', 'A', 'retrospective')",remove_verbs,"['METHODS:', 'A']"
781,3,PATIENT SUMMARY: Immunotherapy prior to surgery has been evaluated for patients with muscle-invasive bladder cancer.,"('for', 'patients', 'with')",verb_form_change_insert_determiner,"['patients', 'with']"
704,3,ICG may be superior to trypan blue but a comparative controlled study is needed to assess the difference.,"('is', 'needed', 'to')",verb_form_change_order_change,"['is', 'to']"
789,3,"Ponatinib, a third-generation tyrosine kinase inhibitor (TKI), is the only approved TKI that is effective against T315I mutations in patients with chronic myeloid leukemia (CML).","('in', 'patients', 'with')",verb_form_change_order_change,"['in', 'with']"
904,3,"In this vein, there is also a second region of enhanced ordering that lies along the nematic director of a nucleus, but beyond its nematic droplet and fold regions.","('there', 'is', 'also')",random,"['there', 'also']"
610,3,"Furthermore, at 700 km depth, the study region is dominated by the Farallon anomaly, with fast axes perpendicular to its strike, suggesting the development of lattice-preferred orientations by substantial stress.","('the', 'development', 'of')",random,"['development', 'of']"
159,3,"Altogether, cMET overexpression may contribute to tumor progression by inhibiting the antioncogene RKIP, providing preclinical justification for targeting RKIP to treat cMET-induced metastasis of CRC.","('may', 'contribute', 'to')",random,"['may', 'to']"
536,3,Upregulation of HIF1-alpha via an NF-kappaB/COX2 pathway confers proliferative dominance of HER2-negative ductal carcinoma in situ cells in response to inflammatory stimuli.,"('in', 'response', 'to')",verb_form_change_order_change,"['in', 'response']"
720,3,The study results provide insights for the development of health care services that meet the real needs of this particular population that has long-term follow-up demands.,"('the', 'development', 'of')",punctuation_braces,"['development', 'of']"
55,3,"RESULTS: The Dice coefficients were similar for all three comparisons: avgCBCT-to-4DCBCT (0.7 +/- 0.1), 4DCT-to-avgCBCT (0.7 +/- 0.1), and 4DCT-to-4DCBCT (0.7 +/- 0.1); while the mean COM differences were also comparable (2.6 +/- 2.2mm, 2.3 +/- 1.4mm, and 3.1 +/- 1.1mm, respectively).","('(0.7', '+/-', '0.1),')",punctuations,"['(0.7', '0.1),']"
656,3,Random-effects analysis was used to calculate weighted mean estimates and confidence intervals.,"('analysis', 'was', 'used')",dictionary_replacement_word_order_change,"['analysis', 'was']"
678,3,The main objective of this study was to determine whether the location of cerebral infarct is associated with breathing weakness in patients with subacute stroke.,"('this', 'study', 'was')",dictionary_replacement_word_order_change,"['study', 'was']"
491,3,"At 30 days and 1 year, PCI was associated with lower incidence of stroke, higher repeated revascularization, and similar odds of mortality and MI compared with CABG.","('was', 'associated', 'with')",duplication,"['was', 'associated']"
970,3,"The present study evaluated immune-related gene expressions and TIL levels, as well as associated chemotherapeutic responses, to elucidate the correlation between gene expression and TIL levels in HGSC.","('The', 'present', 'study')",duplication,"['present', 'study']"
564,3,G-PP was associated with lower incidence of >/= grade 3 neutropenia (29% versus 70%) and febrile neutropenia (11% versus 21%).,"('associated', 'with', 'lower')",insert_determiner,"['associated', 'with']"
767,3,The present study shows that T. gondii is common in cattle in China.,"('The', 'present', 'study')",punctuations,"['present', 'study']"
945,3,It shows that our novel predictor performs great accurate for identification of AIEs as well as existing outstanding prediction tools.,"('as', 'well', 'as')",random,['well']
249,3,The effect of pro- and anti-inflammatory mediators on the transcript levels of DPT in visceral adipocytes was explored.,"('The', 'effect', 'of')",duplication,"['The', 'of']"
19,3,"In three dogs, infertility was associated with hypothyroidism.","('was', 'associated', 'with')",insert_determiner,"['was', 'associated']"
571,3,Surgical specimens of aortic tissues were obtained from 37 patients who underwent an open thoracic aortic repair.,"('patients', 'who', 'underwent')",verb_form_change_insert_determiner,"['patients', 'underwent']"
250,3,"This review provides a clinical update on the pathogenesis, diagnosis, and management of osteoarthritis.","('and', 'management', 'of')",punctuation_braces,"['and', 'management']"
178,3,"Similarly, the application of ZE reduced the Cd and Pb concentrations in rice grains by a factor of 27.9% and 63.5%, respectively, which indicates that the amendments can promote the transfer of Cd and Pb from acid-exchangeable fraction to oxidizable and residual fractions.","('the', 'application', 'of')",verb_form_change_insert_determiner,"['the', 'of']"
400,3,"CONCLUSIONS: Even in patients with a preoperative diagnosis of uterovaginal prolapse, ASPs are not routinely performed at time of hysterectomy.","('in', 'patients', 'with')",insert_determiner,"['patients', 'with']"
29,3,"Generation of human scFv-IgG1Fc antibodies for detection of lymphatic filarial recombinant antigens, BmR1 and BmSXP.","('for', 'detection', 'of')",insert_determiner,"['for', 'of']"
612,3,"In conclusion, incidence of severe hematologic toxicities were significantly lower in patients with arginine, glutamine, and fish oil supplementation during CCRT.","('in', 'patients', 'with')",punctuation_braces,"['patients', 'with']"
258,3,"The collected data were grouped and analysed using descriptive and inferential statistics, to assess the effectiveness of video games.","('assess', 'the', 'effectiveness')",random,"['assess', 'the']"
247,3,"The specific features associated with a diagnosis of melanoma were asymmetry (P < 0.001), a reverse pigment network (P = 0.011), atypical globules (P = 0.011), and polymorphous vessels (P = 0.045).","('associated', 'with', 'a')",dictionary_replacement_word_order_change,"['with', 'a']"
821,3,"Cox proportional hazards models were used to estimate the short- and long-term risk of overall dementia, associated to the NFS, testing the effect modifier of physical frailty status.","('to', 'estimate', 'the')",remove_verbs,"['to', 'the']"
870,3,"However, it is not clear if this protective phenomenon works in the presence of diabetes.","('the', 'presence', 'of')",random,"['the', 'of']"
481,3,"We present herein the results of an interim analysis of 316 patients enrolled at Houston Methodist hospitals from March 28 to July 6, 2020.","('the', 'results', 'of')",verb_form_change_insert_determiner,"['the', 'results']"
757,3,Survival curves were plotted according to the Kaplan-Meier method and differences between groups were analysed by using a two-tailed log-rank test.,"('according', 'to', 'the')",verb_form_change_insert_determiner,"['according', 'to']"
988,3,"Objective: This study aimed to elucidate the role of the proangiogenic transcription factors Sox7 and Sox17 in the wound healing process and investigate the therapeutic potential of Dll4 blockade, which is an upstream regulator of Sox17, for the treatment of nonhealing wounds.","('role', 'of', 'the')",insert_determiner,"['of', 'the']"
203,3,"RESULTS: There were no significant differences in age, weight, height, body mass index, age, and time of menopause between the two groups.","('the', 'two', 'groups.')",remove_verbs,"['two', 'groups.']"
815,3,Plasma biochemical analysis and histopathological investigation were performed to evaluate the impacts of treatment on the biomarkers of hepatic damage and inflammatory changes.,"('to', 'evaluate', 'the')",dictionary_replacement_verb_form_change,"['evaluate', 'the']"
618,3,The hospitalization rate for patients with CKD is significantly higher than the general population.,"('for', 'patients', 'with')",dictionary_replacement_word_order_change,"['for', 'with']"
749,3,Here we address both these aspects of causation with respect to the Notch signalling pathway.,"('with', 'respect', 'to')",split_words,"['respect', 'to']"
748,3,This approach not only complicates the preparation process but also hinders any bioapplication due to the potential toxic effects when each component is metabolized.,"('due', 'to', 'the')",random,"['to', 'the']"
186,3,"Compared to the individual application of NIR illumination and AMF, their synergistic effect induced the production of caspase-3 with a much shorter treatment time and higher efficiency due to the more serious photon-induced cellular redox and mechanical damage of cellular skeleton.","('the', 'production', 'of')",dictionary_replacement_verb_form_change,"['the', 'production']"
599,3,The effect of the CACBT-GSH intervention was analysed with ANCOVA.,"('The', 'effect', 'of')",punctuations,"['effect', 'of']"
975,3,"We reviewed them with respect to various aspects, including types of research and contribution, list of MMs proposed/used with their subject areas, elements of maturity/capability and application scope or scale.","('with', 'respect', 'to')",dictionary_replacement_word_order_change,"['with', 'respect']"
736,3,We investigated the influence of flake thickness of molybdenum disul fi de (MoS2) fi eld e ff ect transistors (FET) on the effect of a 150 keV high-energy proton beam applied on these devices.,"('the', 'influence', 'of')",punctuation_braces,"['influence', 'of']"
976,3,"The hypothesis of this design is that by deforming the liquid shape with the application of voltage, light can be steered and concentrated for solar energy applications.","('the', 'application', 'of')",verb_form_change_order_change,"['the', 'application']"
275,3,MATERIALS AND METHODS: The study was conducted in 2015-2019 and consisted of two stages.,"('MATERIALS', 'AND', 'METHODS:')",random,"['AND', 'METHODS:']"
122,3,"The LSA was negatively correlated with the DHI total score (rho = -0.326, P < 0.01), DHI physical subscore (rho = -0.229, P = 0.02), DHI functional subscore (rho = -0.406, P < 0.01), and DHI emotional subscore (rho = -0.282, P < 0.01).","('subscore', '(rho', '=')",duplication,"['subscore', '(rho']"
401,3,"Moisture (5.67-7.12 g 100 g(-1)), hardness (56.67-131.66 N), chroma of crust and crumb (29.86-30.27 and 19.76-25.83, respectively), and hue angle of crust and crumb (60.32 degrees -64.79 degrees and 81.41 degrees -82.06 degrees , respectively) were increased; and area (2286.4-1658.1 mm(2)), specific volume (3.47-1.83 mL g(-1)) and luminosity of crust and crumb (62.39-59.67 and 65.49-62.54, respectively) were decreased as the level of substitution of WF by MBF increased.","('crust', 'and', 'crumb')",dictionary_replacement_verb_form_change,"['and', 'crumb']"
8,3,"RESULTS: The cardiac reinnervation group had reduced (p < 0.01) 24-hour systolic/diastolic blood pressure (7/9 mm Hg), daytime systolic/diastolic blood pressure (9/10 mm Hg) and nighttime diastolic blood pressure (6 mm Hg) after training.","('systolic/diastolic', 'blood', 'pressure')",random,"['blood', 'pressure']"
464,3,The purpose of this study is to validate the accuracy and precision of dual-energy mammography in measuring water density in postmortem breasts.,"('The', 'purpose', 'of')",insert_determiner,"['The', 'purpose']"
866,3,"Further, we examined how the team composition relates to the outcomes, that is, whether balanced teams (i.e., all team roles or character strengths are represented in the current team) go along with desired outcomes and whether an overrepresentation of team roles or character strengths in a team (i.e., a team role or character strengths is represented by multiple team members) goes along with undesired outcomes.","('or', 'character', 'strengths')",random,"['or', 'character']"
754,3,This study aimed to evaluate the antibacterial and antibiotic-enhancing effects of the essential oil obtained from Ocimum gratissimum L.,"('aimed', 'to', 'evaluate')",punctuation_braces,"['aimed', 'evaluate']"
30,3,Chi-square tests were performed to assess the association of insurance status with receipt of services.,"('to', 'assess', 'the')",insert_determiner,"['to', 'the']"
158,3,"Thus, the two-stage method can be used as a specific enrichment for HOB as biofertilizers, which extends the application of HOB in agriculture.","('the', 'application', 'of')",random,"['the', 'of']"
590,3,"In this multicenter study, we provide a systematic evaluation of the clinical variability associated with paroxysmal sympathetic hyperactivity (PSH) in patients with acquired brain injury (ABI) to determine how these signs can impact outcomes.","('in', 'patients', 'with')",split_words,"['in', 'with']"
316,3,"Yet, there is insufficient knowledge on the role of architects in minimising waste, especially at the design phase.","('the', 'role', 'of')",dictionary_replacement_verb_form_change,"['the', 'role']"
17,3,"Greater familiarity with DOHaD was associated with better pregnancy diet quality, hinting that translating DOHaD knowledge to pregnant people may motivate improved pregnancy nutrition and thus later-life health for developing babies.","('was', 'associated', 'with')",insert_determiner,"['was', 'with']"
369,3,"As compared with the time (140 +/- 28 s) for free cholesterol transport in absence of the bilayer, a prolonged time (702 +/- 42 s) is needed to observe the current increase in the presence of the bilayer.","('compared', 'with', 'the')",punctuation_braces,"['compared', 'the']"
93,3,"Investigating the effects of selection events on shared protein-coding genes showed a relaxed selection had acted on the ycf2, ycf1, and matK genes of Combretaceae mangroves compared to the nonmangrove species Eucalyptus aromaphloia.","('the', 'effects', 'of')",punctuations,"['the', 'of']"
51,3,In vitro TP@NPs showed reduced cytotoxicity and cell apoptosis of treated RAW264.7 cells compared to free TP.,"('cells', 'compared', 'to')",dictionary_replacement_word_order_change,"['cells', 'to']"
428,3,"Data analysis for quantitative data was performed using SPSS-20, while qualitative responses were interpreted by content analysis method.","('was', 'performed', 'using')",dictionary_replacement_verb_form_change,"['performed', 'using']"
271,3,Some immature cognitive abilities underlining pretense play can be assumed to be related to the production of scale error.,"('the', 'production', 'of')",random,"['the', 'of']"
95,3,"PURPOSE: Penile cancer is highly prevalent in low- and middle-income countries, with significant morbidity and mortality rates.","('low-', 'and', 'middle-income')",verb_form_change_order_change,"['low-', 'middle-income']"
580,3,"MATERIALS AND METHODS: From October 2014 to 2016, 283 patients underwent 393 selective chemoembolization procedures including 188 patients (48%) who underwent c-transarterial chemoembolization and 205 (52%) who underwent DEE-transarterial chemoembolization.","('MATERIALS', 'AND', 'METHODS:')",dictionary_replacement_verb_form_change,"['AND', 'METHODS:']"
224,3,IgG isotypes were associated with a higher risk of lupus manifestations compared with IgM.,"('associated', 'with', 'a')",split_words,"['with', 'a']"
18,3,"However, little is known regarding the influence of immunological change on the physiological status of EA.","('the', 'influence', 'of')",dictionary_replacement_word_order_change,"['influence', 'of']"
659,3,The main objective of this research is to investigate the effect of water content in concrete on the velocities of ultrasonic waves (P- and S-waves) and mechanical properties (elastic modulus and compressive strength) of concrete.,"('the', 'effect', 'of')",insert_determiner,"['the', 'effect']"
796,3,"However, the clinical application of cancer immunotherapy has faced some limitations including generating weak immune responses due to inadequate delivery of immunostimulants to the immune cells as well as uncontrolled modulation of immune system, which can give rise to autoimmunity and nonspecific inflammation.","('as', 'well', 'as')",split_words,['well']
601,3,METHODS: A retrospective analysis of cases treated for peritonsillar abscess was performed between 2012 and 2017.,"('METHODS:', 'A', 'retrospective')",dictionary_replacement_word_order_change,"['METHODS:', 'A']"
418,4,"The influences of the microorganisms on the formation of flavor components were relatively more balanced in the CFCT while the changed fermentation process had impacted greatly on the functions of Zygosaccharomomyces and Pichia but little on those of Sphingomonas, Megamonas and Parabaracteroids.","('on', 'the', 'functions', 'of')",verb_form_change_insert_determiner,"['on', 'the', 'of']"
712,4,This review provides a comprehensive overview of the current state of severe asthma treatment and discusses potential avenues for future research for this patient population.,"('This', 'review', 'provides', 'a')",random,"['This', 'review', 'a']"
175,4,The objective of the present study was to compare sex hormone-binding globulin (SHBG) levels according to sex (healthy male and female volunteers) and age to determine reference values.,"('of', 'the', 'present', 'study')",random,"['of', 'the', 'study']"
931,4,"MiR-29 could bind to NOL4L, and the influence of NOL4L intervention on the functions of NB cells could be alleviated by the transfection of miR-29 inhibitor.","('on', 'the', 'functions', 'of')",verb_form_change_order_change,"['the', 'functions', 'of']"
435,4,Cancer risk and tumour necrosis factor inhibitors in patients with inflammatory arthritis.,"('inhibitors', 'in', 'patients', 'with')",duplication,"['inhibitors', 'in', 'patients']"
203,4,"RESULTS: There were no significant differences in age, weight, height, body mass index, age, and time of menopause between the two groups.","('between', 'the', 'two', 'groups.')",verb_form_change_insert_determiner,"['between', 'two', 'groups.']"
146,4,BACKGROUND: To uncover the clinical significance of LINC00858 in the development of Wilms' tumor and the potential molecular mechanism.,"('in', 'the', 'development', 'of')",punctuation_braces,"['in', 'the', 'development']"
670,4,CONCLUSIONS: Non-HDLC and apoB should not be viewed as interchangeable CVD risk markers in the presence of severe HTG.,"('in', 'the', 'presence', 'of')",split_words,"['in', 'presence', 'of']"
966,4,"CONCLUSIONS: This study demonstrated a statistically significant relationship between perfectionism-discrepancy and reexperiencing as well as between neuroticism and reexperiencing and avoidance, each explaining 4% of variance of their model.","('as', 'well', 'as', 'between')",verb_form_change_insert_determiner,"['well', 'between']"
307,4,The purpose of the study was to provide a meta-analysis to compare the clinical outcomes between traditional and functional ETS anastomosis in radiocephalic fistula for dialysis access.,"('The', 'purpose', 'of', 'the')",split_words,"['The', 'of', 'the']"
558,4,Are immune-related adverse events associated with the efficacy of immune checkpoint inhibitors in patients with cancer?,"('inhibitors', 'in', 'patients', 'with')",dictionary_replacement_word_order_change,"['inhibitors', 'in', 'with']"
45,4,RESULTS: This study will provide high-quality evidence to assess the effectiveness and safety of acupuncture combined with western medicine for anxiety.,"('to', 'assess', 'the', 'effectiveness')",verb_form_change_order_change,"['to', 'assess', 'effectiveness']"
306,4,"In this review, we overview the current status of stem cell-based treatments for photoreceptor regeneration, including the major cell sources derived from different stem cells in pre-clinical or clinical trial stages.","('In', 'this', 'review,', 'we')",split_words,"['In', 'this', 'we']"
430,4,"The aim of the study is to define microbiota signatures longitudinally throughout pregnancy and the first year post birth, and to identify key clinical and environmental variables that shape the female microbiota profile during and following pregnancy.","('The', 'aim', 'of', 'the')",remove_verbs,"['The', 'aim', 'of']"
257,4,The purpose of this systematic review and meta-analysis is to evaluate the efficacy of 5-element therapy on senile diabetes with depression.,"('of', 'this', 'systematic', 'review')",dictionary_replacement_verb_form_change,"['this', 'systematic', 'review']"
289,4,The aim of the present study was to examine whether honey intake is associated with a lower prevalence of prediabetes.,"('The', 'aim', 'of', 'the')",split_words,"['The', 'aim', 'the']"
466,4,Optical coherence tomography may serve as a safe and economical means of screening for repetitive traumatic brain injury related neurodegeneration in contact sport athletes.,"('may', 'serve', 'as', 'a')",random,"['may', 'as', 'a']"
434,4,"After searching for differentially expressed genes within the candidate interval in the anthers and sequencing analysis, TraesCS1B02G197400LC was identified as a candidate gene for Rfk1 and it was predicted to encode a pectinesterase/pectinesterase inhibitor.","('was', 'identified', 'as', 'a')",insert_determiner,"['was', 'identified', 'a']"
6,4,"Moreover, research relating to PMEPs in low- and middle-income countries is scarce and warrants further study.","('in', 'low-', 'and', 'middle-income')",dictionary_replacement_word_order_change,"['in', 'and', 'middle-income']"
363,4,"Patients were divided into two groups: group 1-peribulbar block with lidocaine and 1/200,000 epinephrine; group 2-peribulbar block with lidocaine in the absence of epinephrine.","('in', 'the', 'absence', 'of')",verb_form_change_order_change,"['the', 'absence', 'of']"
246,4,"Increasing HIV prevalence and injection drug use among men who have sex with men in Ho Chi Minh City, Vietnam.","('who', 'have', 'sex', 'with')",verb_form_change_order_change,"['who', 'have', 'sex']"
256,4,"The results from the review signify that the plant is used by the different tribes of the world for the treatment of patients suffering from fever, edema, dysentery, rheumatalgia, whooping cough, jaundice, throat pain, psoriasis, herpes zoster infection, hepatitis-B infection, soothing pain, dysmenorrhoea and carbunculosis.","('treatment', 'of', 'patients', 'suffering')",dictionary_replacement_verb_form_change,"['treatment', 'of', 'patients']"
241,4,"In this study, we used a model of rat cerebrocortical synaptosomes to investigate whether silymarin affects the release of glutamate, an essential neurotransmitter involved in excitotoxicity.","('In', 'this', 'study,', 'we')",dictionary_replacement_word_order_change,"['In', 'study,', 'we']"
952,4,Background: Ovarian cancer is one of the malignant tumors attacking the female reproductive system.,"('is', 'one', 'of', 'the')",duplication,"['is', 'of', 'the']"
729,4,HIV and other STIs self-testing to reduce risk compensation among men who have sex with men who use oral pre-exposure prophylaxis in China: protocol for a randomised waitlist-controlled trial.,"('men', 'who', 'have', 'sex')",verb_form_change_order_change,"['men', 'have', 'sex']"
761,4,Propensity score matching and multiple logistic regression models were used to eliminate essential impacts on pregnancy-related outcomes.,"('logistic', 'regression', 'models', 'were')",dictionary_replacement_word_order_change,"['logistic', 'models', 'were']"
347,4,"There was no significant difference in the following parameters between the fractured side and healthy side of the patients aged 65 - 75 years; the atrophy score, CSA and M/A ratio.","('significant', 'difference', 'in', 'the')",dictionary_replacement_word_order_change,"['significant', 'difference', 'in']"
917,4,"The primary outcome was to assess the score (quality) of guidelines based on the RIGHT checklist and to identify predictors (region, type, single or multi-centre, and speciality/non-speciality) influencing the quality score.","('The', 'primary', 'outcome', 'was')",dictionary_replacement_verb_form_change,"['The', 'outcome', 'was']"
754,4,This study aimed to evaluate the antibacterial and antibiotic-enhancing effects of the essential oil obtained from Ocimum gratissimum L.,"('aimed', 'to', 'evaluate', 'the')",split_words,"['aimed', 'to', 'the']"
354,4,"Anaplastic cancer constitutes 1% of thyroid cancers, and it is one of the most aggressive cancers.","('is', 'one', 'of', 'the')",random,"['is', 'one', 'the']"
292,4,"The results highlighted that their levels of depression, anxiety, stress, and quality of life were sometimes worse than in the general population and than in older and younger patients coping with a cardiac illness.","('and', 'quality', 'of', 'life')",verb_form_change_order_change,"['and', 'quality', 'life']"
751,4,"In this study, we show that the postnatal delivery of an AAV9 that expresses SMN under the control of the neuron-specific promoter synapsin selectively targets neurons without inducing re-expression in the peripheral organs of SMA mice.","('In', 'this', 'study,', 'we')",dictionary_replacement_word_order_change,"['In', 'this', 'study,']"
376,4,This study aimed to evaluate the effect of nurse and doctor height on occupational dose to the temple during fluoroscopically guided cardiovascular procedures.,"('study', 'aimed', 'to', 'evaluate')",verb_form_change_order_change,"['aimed', 'to', 'evaluate']"
912,4,Rationale of the study was to utilize Hu sheep milk as a source of potential probiotic LABs.,"('of', 'the', 'study', 'was')",dictionary_replacement_word_order_change,"['of', 'study', 'was']"
328,4,"Corn products contributed for the highest mean probable daily intakes (PDI) of AFs (0.119 +/- 0.193 microg/kg body weight (bw)/day), ZEN (0.325 +/- 0.097 microg/kg bw/day) and FBs (2.936 +/- 1.541 microg/kg bw/day), while wheat-based products contributed for the highest PDI of OTA (0.035 +/- 0.028 microg/kg bw/day).","('products', 'contributed', 'for', 'the')",dictionary_replacement_word_order_change,"['products', 'contributed', 'the']"
608,4,Our results show that the risk estimates are very sensitive to the modelling hypotheses used to describe this process.,"('Our', 'results', 'show', 'that')",split_words,"['results', 'show', 'that']"
792,4,This study aimed to investigate the diagnostic value of combined assay of islet antigen-specific T cells and Abs in type 1 diabetes mellitus patients.,"('This', 'study', 'aimed', 'to')",remove_verbs,"['This', 'aimed', 'to']"
458,4,"Motion artifacts were found in 8/60 patients in the diagnostic setup, whereas none were found for patients in the RT setup.","('for', 'patients', 'in', 'the')",split_words,"['for', 'patients', 'the']"
646,4,"In this study, we identified AHNAK2 as a key gene in PTC by differential expression analysis among four GEO datasets and validated its overexpression profile by data from the Oncomine, TCGA, and HPA databases and IHC staining analysis.","('In', 'this', 'study,', 'we')",split_words,"['this', 'study,', 'we']"
294,4,"Despite the fact that surgical excision is considered a treatment option regarding equine dermal melanomatosis, there is no previously published study proposing surgical removal of distant malignant metastatic melanocytic masses.","('Despite', 'the', 'fact', 'that')",duplication,"['the', 'fact', 'that']"
326,4,"Results indicated that the liver and skeletal muscle had a limited ability to oxidize glucose and palmitate to CO2 for ATP production in the presence of individual or a mixture of substrates due to low activities of carnitine palmitoyltransferase-I, hexokinase and pyruvate dehydrogenase.","('in', 'the', 'presence', 'of')",duplication,"['the', 'presence', 'of']"
587,4,"The aim of this study was to analyze the surgical management of ED, focusing on the debated topics regarding preoperative evaluation, operative technique, post-operative outcome and follow-up.","('aim', 'of', 'this', 'study')",duplication,"['of', 'this', 'study']"
154,4,We describe a case of a patient with type 1 AIH who developed stage IIIB HCC in the absence of appropriate screening protocols with complex social determinants leading to barriers to access regular follow-up care.,"('in', 'the', 'absence', 'of')",verb_form_change_insert_determiner,"['in', 'the', 'of']"
464,4,The purpose of this study is to validate the accuracy and precision of dual-energy mammography in measuring water density in postmortem breasts.,"('The', 'purpose', 'of', 'this')",verb_form_change_insert_determiner,"['The', 'purpose', 'this']"
95,4,"PURPOSE: Penile cancer is highly prevalent in low- and middle-income countries, with significant morbidity and mortality rates.","('in', 'low-', 'and', 'middle-income')",verb_form_change_insert_determiner,"['in', 'and', 'middle-income']"
749,4,Here we address both these aspects of causation with respect to the Notch signalling pathway.,"('with', 'respect', 'to', 'the')",verb_form_change_insert_determiner,"['with', 'respect', 'the']"
210,4,"In the present study, we report we report our single-shot short-term prophylaxis protocol for surgical site infection prevention in immediate two-stage implant breast reconstruction.","('In', 'the', 'present', 'study,')",random,"['the', 'present', 'study,']"
340,4,Associations between baseline coffee drinking and metabolites were identified using linear regression; conditional logistic regression models were used to identify associations with subsequent outcomes.,"('models', 'were', 'used', 'to')",verb_form_change_insert_determiner,"['models', 'used', 'to']"
721,4,"Despite the fact that the majority of people in tuberculosis (TB)-endemic areas are vaccinated with the Bacillus Calmette-Guerin (BCG) vaccine, TB remains the leading infectious cause of death.","('Despite', 'the', 'fact', 'that')",verb_form_change_order_change,"['Despite', 'the', 'fact']"
819,4,OBJECTIVE: The aim of this study is evaluation of pregnancy outcomes of the asymptomatic cases with vaginal progesterone treatment for the 20-30 mm cervical length detected in the transvaginal ultrasonography for fetal abnormality screening and cervical cerclage after cervical length detected <20 mm in weekly cervical length measures; and present the treatment algorithm of progesterone treatment combined with cervical cerclage application.,"('aim', 'of', 'this', 'study')",random,"['aim', 'this', 'study']"
