index,ngram,sentences,replace,error,replacement
1958,3,CONCLUSIONS: A low VRF rate of 4% was observed in this study.,"['was', 'observed', 'in']",verb_form_change_insert_determiner,"['it', 'be', 'observed', 'in']"
1297,3,"Treatment with miglustat, approved for the management of neurologic manifestations of NPC in several countries but not the United States, has increased survival by five years from date of diagnosis or approximately ten years from onset of neurologic manifestations.","['the', 'management', 'of']",spelling_errors,"['the', 'management', 'of']"
1705,3,"The freshwater snail, Biomphalaria glabrata, is an important intermediate host in the life cycle for the human parasite Schistosoma mansoni, the causative agent of schistosomiasis.","['is', 'an', 'important']",phrase_order_change,"['an', 'is', 'important']"
1290,3,"Although citrulline appears to be good screening tool, oral food ingestion should be considered as key goal in patients with cIF.","['in', 'patients', 'with']",remove_words,"['patients', 'with']"
1169,3,"These findings confirm the need to identify cell culture alterations after stable transfection, particularly when cells are used for metabolomics and mitochondria-associated studies, and suggest inhibition of CPT1C could be a promising target to intervene pancreatic tumorigenesis.","['could', 'be', 'a']",insert_determiner_verb_form_change,"['can', 'be', 'or', 'a']"
917,3,Our studies suggest distinctive proteomic factors associated with the MACC1 promoter in colon cells with different metastatic potential.,"['associated', 'with', 'the']",dictionary_replacement_phrase_order_change,"['associated', 'the', 'with']"
1953,3,"In addition to the effect of age, the difference in prognosis according to age may be explained, in part, by a non-optimal treatment strategy for older patients.","['the', 'effect', 'of']",duplication,"['the', 'effect', 'of of']"
1030,3,CONCLUSIONS: Sarcopenia is not related to the short-term prognoses of patients with g-NENs.,"['related', 'to', 'the']",phrase_order_change,"['to', 'related', 'the']"
1359,3,"Besides, the dynamic imaging indexes of patients with lumbar instability significantly changed after treatment.","['of', 'patients', 'with']",remove_words,"['of', 'with']"
1405,3,"Sarcopenia was an independent risk factor for preoperative nutrition (p < 0.001; odds ratio [OR], 3.405; 95% confidence interval [CI], 1.948 to 5.954) and postoperative complications (p=0.008; OR, 2.192; 95% CI, 1.231 to 3.903).","['95%', 'confidence', 'interval']",phrase_order_change,"['95%', 'interval', 'confidence']"
209,3,OBJECTIVES: To investigate the widely concerned issue about positive real-time reverse transcription polymerase chain reaction (RT-PCR) test results after discharge in patients recovered from coronavirus disease 2019 (COVID-19).,"['To', 'investigate', 'the']",split_words,"['To', 'investigate', 'the']"
385,3,This study provides evidence that adropin activates the AMPK pathway via inhibition of PP2A and decreases the liver glucose production in IR context.,"['This', 'study', 'provides']",phrase_order_change,"['This', 'provides', 'study']"
1097,3,Mangiferin prevents the impairment of mitochondrial dynamics and an increase in oxidative stress caused by excessive fluoride in SH-SY5Y cells.,"['an', 'increase', 'in']",remove_words,"['increase', 'in']"
648,3,"CONCLUSIONS: To improve the quality of care that physicians provide, a transformation in podiatric medical education is necessary.","['the', 'quality', 'of']",dictionary_replacement_phrase_order_change,"['the', 'of', 'quality']"
1143,3,"Serum concentration of IL-1alpha and IL-10 were significantly decreased, while the concentration of TNF-alpha was significantly higher in patients with AD than in MCI subjects.","['was', 'significantly', 'higher']",spelling_errors,"['was', 'significantly', 'higher']"
119,3,"The most notable finding was the presence of radial filamentous structures around the yeast, which made the image look like the sun.","['the', 'presence', 'of']",phrase_order_change,"['the', 'of', 'presence']"
600,3,The effects of the storage time of the RBCs were not conclusive.,"['The', 'effects', 'of']",spelling_errors,"['The', 'effects', 'of']"
1315,3,"Conclusion A high-ANA pattern positivity could be related to a high-autoimmunity prevalence in this region, and also promotes its use as a tool of evidence of suspected autoimmune disorders.","['be', 'related', 'to']",insert_determiner,"['an', 'be', 'related', 'to']"
1029,3,The aim of this study was to determine the cutoff values of Eo and FeNO that could be related to the exacerbation of severe asthma.,"['aim', 'of', 'this']",dictionary_replacement_phrase_order_change,"['of', 'aim', 'this']"
1611,3,From the VISION cohort there is evidence that troponin elevation in the post-operative period following a diverse range of non-cardiac surgical procedures may lead to an increased risk of mortality in the absence of classical ischaemic or cardiac symptoms.,"['increased', 'risk', 'of']",insert_determiner_verb_form_change,"['increasing', 'risk', 'it', 'of']"
1774,3,"An inductive approach, using constant comparative analysis, was used for analysis of interview transcripts and field notes.","['was', 'used', 'for']",remove_words,"['used', 'for']"
145,3,RESULTS: A total of 153 patients were included.,"['A', 'total', 'of']",split_words,"['A', 'total', 'of']"
73,3,CONCLUSIONS: Our meta-analysis shows that concomitant CIS is associated with worse survival outcomes in UTUC after radical nephroureterectomy.,"['is', 'associated', 'with']",phrase_order_change,"['is', 'with', 'associated']"
1683,3,"Two of the 3 included studies demonstrated the inferiority of BCD when compared to other standard surgical interventions, whereas meta-analysis was unable to detect any statistically significant difference between standard treatment regimens.","['statistically', 'significant', 'difference']",duplication,"['statistically statistically', 'significant', 'difference']"
690,3,A total of 388 patients with STEMI were allocated to Absorb (n=227) or EES (n=161).,"['A', 'total', 'of']",verb_form_change_insert_determiner,"['A', 'an', 'totalled', 'of']"
1470,3,"Moreover, our data showed that greater amounts of glucomannan promoted lesser 30-min postload plasma glucose and insulin levels, with differences being larger in the borderline group than in the NGT group.","['than', 'in', 'the']",verb_form_change_insert_determiner,"['than', 'it', 'in', 'the']"
151,3,"There is a lack of awareness among the population as well as health authorities, making it extremely difficult to quantify the burden of disease.","['as', 'well', 'as']",duplication,"['as', 'well well', 'as']"
428,3,"RESULTS: CAC was higher in the H-TG/HDL group than L-TG/HDL group (29.15 [0.0-95.68] vs 0.0 [0.0-53.97] AU, P < .01) and CAC > 0 was more prevalent in the H-TG/HDL group than L-TG/HDL group (64.5% vs 45%, P < .001).","['higher', 'in', 'the']",phrase_order_change,"['in', 'higher', 'the']"
1132,3,"There were no differences in hedonic liking for the alternative drink, alternative drink consumption and alternative drink habit between the two groups.","['There', 'were', 'no']",dictionary_replacement_phrase_order_change,"['There', 'no', 'were']"
487,3,These findings validate the importance of these molecules in psoriasis and may enable the identification of the individuals most susceptible to the disease.,"['the', 'identification', 'of']",insert_determiner,"['the', 'identification', 'on', 'of']"
556,3,"PRACTICAL APPLICATION: In this study, in vitro batch fermentation was used to evaluate the effect of banana powder on the human intestinal microbial community, and the metabolized products of banana powder were determined.","['used', 'to', 'evaluate']",punctuations,"['used . ', 'to', 'evaluate']"
217,3,"Furthermore, the clinical sample verification among 25 BPD patients and 10 non-BPD infants was carried out in our center.","['was', 'carried', 'out']",insert_determiner_verb_form_change,"['been', 'carried', 'of', 'out']"
1144,3,"In order to improve the survival rate of patients with pancreatic cancer, the development of non-invasive diagnostic methods using effective biomarkers is urgently needed.","['to', 'improve', 'the']",insert_determiner_verb_form_change,"['to', 'a', 'improving', 'the']"
1265,3,"Finally, plasma chemokine levels were stable over treatment time, but suggest elevated gut homing immune responses in treatment successes during the treatment as compared to treatment failures.","['as', 'compared', 'to']",split_words,"['as', 'compared', 'to']"
865,3,"Additionally, highperformance liquid chromatography analysis was performed to analyze the components with anticancer effects.","['analysis', 'was', 'performed']",phrase_order_change,"['analysis', 'performed', 'was']"
945,3,"METHODS: Treatment patterns and disease manifestations, symptoms, complications, and comorbidities were assessed in patients with SSc enrolled in a US healthcare claims database who received treatment between January 2006 and December 2013 and for whom data were available 6 months before and 12 months after SSc diagnosis.","['in', 'patients', 'with']",verb_form_change_insert_determiner,"['was', 'in', 'patients', 'with']"
1559,3,"The average LR PROMIS-UE was 39.8 compared to the RCR group (29.9, p < 0.001) and the TSA group (29.6, p < 0.001).","['compared', 'to', 'the']",punctuations,"['compared', 'to', 'the , ']"
481,3,BACKGROUND: Breathlessness in lung cancer negatively impacts on quality of life but often goes undetected and undertreated in clinical practice.,"['quality', 'of', 'life']",verb_form_change_insert_determiner,"['quality', 'to', 'of', 'life']"
1955,3,One-way ANOVA and paired samples t-test was used for statistical analysis.,"['was', 'used', 'for']",remove_words,"['used', 'for']"
4,3,"In this study, we developed poly (lactic-co-glycolic acid) (PLGA) nanoparticles to achieve the simultaneous codelivery of doxorubicin (DOX) and nifuratel (NIF, a novel STAT3 inhibitor) for enhanced cancer therapy.","['this', 'study,', 'we']",insert_determiner_verb_form_change,"['this', 'study,', 'an', 'we']"
1884,3,She did not have any recurrence thereafter and had a good clinical recovery.,"['did', 'not', 'have']",verb_form_change_insert_determiner,"['done', 'not', 'it', 'have']"
1525,3,"Because the majority of the study population was covered by Medicaid programs, state policy makers should be mindful of the impact the opioid crises continue to have on expectant mothers and their infants.","['of', 'the', 'study']",split_words,"['of', 'the', 'study']"
1854,3,There were trends toward greater satisfaction and fewer problems in patients with tenodesis.,"['in', 'patients', 'with']",punctuations,"['in?', 'patients', 'with']"
1232,3,Intervention: High School Reporting Information Online surveillance system data from the 2012/2013-2016/2017 academic years were analyzed.,"['data', 'from', 'the']",punctuations,"['data', 'from', 'the...']"
132,3,Prevalence of heterozygous SLC52A3 BVVL causative mutations and notable variability in expressivity of homozygous and heterozygous genotypes are being reported for the first time.,"['for', 'the', 'first']",insert_determiner,"['for', 'the', 'on', 'first']"
1268,3,"The present results support the advocacy for the institution of public health policies, including screening programs, to identify FH early and to prevent its global burden.","['of', 'public', 'health']",verb_form_change_phrase_order_change,"['public', 'of', 'health']"
1851,3,Bivariate and multivariate logistic regression models were employed using STATA version 14 to identify factors associated with induced abortion.,"['factors', 'associated', 'with']",verb_form_change_phrase_order_change,"['associated', 'factored', 'with']"
999,3,"Individuals from the country at risk of COVID-19 infection have been included in the Korean home-quarantine program, but the efficacy of the program is uncertain.","['included', 'in', 'the']",duplication,"['included', 'in', 'the the']"
1001,3,"The results indicate that the adsorption of lead species over the CaO (100) surface is dominated by chemisorption, and PbCl2 molecule exhibits a stronger affinity to the CaO surface than Pb(0).","['results', 'indicate', 'that']",verb_form_change_insert_determiner,"['result', 'indicate', 'an', 'that']"
1662,3,"CONCLUSION: Patient activation is unpredictable using patient characteristics or type of vascular disease, and CLTI patients report high activation levels.","['type', 'of', 'vascular']",insert_determiner_verb_form_change,"['types', 'of', 'it', 'vascular']"
1933,3,CONCLUSION: Our retrospective observational data support that presence of BFS in baseline MRI may be a predictor for progression-free survival of DF.,"['may', 'be', 'a']",spelling_errors,"['may', 'be', 'a']"
733,3,"The incidence density for liver toxicity among tuberculosis patients was 843/15707 person-months and liver toxicity was determined by HIV, Hepatitis B, Hepatitis C, the severity of tuberculosis and chronic illnesses.","['the', 'severity', 'of']",split_words,"['the', 'severity', 'of']"
42,3,Sarcomeric dysfunction contributes to muscle weakness in patients with mutations in genes encoding for sarcomeric proteins.,"['in', 'patients', 'with']",verb_form_change_phrase_order_change,"['patients', 'in', 'with']"
1347,3,Positivity obtained in ELISA was comparable to LM and higher than that of IVC.,"['than', 'that', 'of']",verb_form_change_phrase_order_change,"['than', 'of', 'that']"
1935,3,"STUDY DESIGN: Using data from a 2015 nationally representative survey of 2,539 U.S. women aged 15 to 44 assessing interest in using an OTC progestin-only pill, we used discrete survival analysis and a Markov model to analyze women's likelihood of using of an OTC pill at different price points and by sociodemographic characteristics.","['data', 'from', 'a']",insert_determiner_verb_form_change,"['data', 'from', 'an', 'a']"
743,3,"Bombax ceiba, Dalbergia sissoo, Samanea saman, Tetrameles nodiflora, and Gmelina arborea were the dominant tree species that contribute 56% of the total biomass C in the PF.","['of', 'the', 'total']",verb_form_change_insert_determiner,"['of', 'was', 'the', 'totalled']"
1082,3,Descriptive statistics were used for demographic and numerical data.,"['were', 'used', 'for']",verb_form_change_phrase_order_change,"['used', 'been', 'for']"
61,3,"CONCLUSIONS: Our results suggest that, in addition to the 12q13-15 amplification, NF1 inactivation mutation and other CNAs may contribute to DDLPS tumorigenesis accompanied by aggressive clinical features.","['may', 'contribute', 'to']",spelling_errors,"['may', 'contribute', 'to']"
17,3,We assessed the feasibility of a screening strategy in which each traveler would actively participate in the screening process after an intercontinental flight by reporting their own health status via a web-based self-administered questionnaire.,"['feasibility', 'of', 'a']",duplication,"['feasibility feasibility', 'of', 'a']"
496,3,MATERIALS AND METHODS: 21 patients with CTN woNVC who underwent IN and 20 healthy controls were included in this study.,"['MATERIALS', 'AND', 'METHODS:']",dictionary_replacement_phrase_order_change,"['AND', 'MATERIALS', 'METHODS:']"
1075,3,"The pooled prevalence of veno-arterial extracorporeal membrane oxygenation successful weaning was 61.4% (95% confidence interval 39.8-82.9%), and all-cause mortality was 36% (95% confidence interval 29.6-48.8%).","['extracorporeal', 'membrane', 'oxygenation']",split_words,"['extracorporeal', 'membrane', 'oxygenation']"
1333,3,"This anthropological action-research, as part of a wider medical project on Neglected Tropical Diseases, has the purpose of analyzing the sociocultural construction of CD and its representation in Bolivian people living in Rome as well as barriers, such as the stigma about the illness, to access the National Health Service for those potentially affected.","['as', 'well', 'as']",insert_determiner_verb_form_change,"['as', 'an', 'welling', 'as']"
829,3,"Associations between the frequency of cosmetics/PCP use, urinary concentrations of benzophenones and parabens, oxidative stress, and endometriosis risk were explored in logistic and linear multivariable regression analyses.","['the', 'frequency', 'of']",remove_words,"['the', 'frequency']"
914,3,"Lower food access was associated with nonwhite race/ethnicity, diagnosed depression at baseline, and no family history of obesity.","['was', 'associated', 'with']",verb_form_change_insert_determiner,"['from', 'were', 'associated', 'with']"
673,3,"We used HBV core antigen (HbcrAg), pre-genomic RNA (pg RNA) and other biomarkers to evaluate the therapeutic effect in HBV infected patients receiving anti-viral therapy.","['to', 'evaluate', 'the']",remove_words,"['to', 'the']"
370,3,Genome editing has the potential to treat an extensive range of incurable monogenic and complex diseases.,"['the', 'potential', 'to']",verb_form_change_insert_determiner,"['the', 'potential', 'was', 'to']"
864,3,"Although the importance of lncRNA in cancer has been proven, how lncRNA is involved in OC is waiting for further investigation.","['the', 'importance', 'of']",verb_form_change_insert_determiner,"['the', 'importance', 'an', 'of']"
978,3,"It has superior tolerance to many abiotic stresses, including cold stress, but little is known about the mechanism underlying its resistance to cold.","['little', 'is', 'known']",split_words,"['little', 'is', 'known']"
1672,3,Specific humoral response in cancer patients treated with a VEGF-specific active immunotherapy procedure within a compassionate use program.,"['patients', 'treated', 'with']",duplication,"['patients', 'treated treated', 'with']"
1410,3,"Mechanism of injury included falls ( n = 7), motor vehicle accidents ( n = 6), dog bites ( n = 2), and gunshot wound ( n = 1).","['(', 'n', '=']",remove_words,"['(', 'n']"
51,3,Treatment for cnm-positive S. mutans infection may be a novel microbiota-based therapeutic approach for stroke and cognitive impairment.,"['may', 'be', 'a']",remove_words,"['be', 'a']"
1664,3,"METHODS: To investigate the effect of BFR on muscle atrophy and gene expression levels during cast immobilization in humans, we recruited 10 healthy males who were randomly divided into the control and BFR treatment groups.","['the', 'effect', 'of']",phrase_order_change,"['effect', 'the', 'of']"
1303,3,CONCLUSION: Both individual and health system issues hinder and enable the availability and use of information.,"['and', 'use', 'of']",duplication,"['and', 'use use', 'of']"
684,3,"In addition, patients with non-alcoholic steatohepatitis (NASH) were more likely to have LVDD (48% vs. 12%, p = 0.001).","['were', 'more', 'likely']",dictionary_replacement_phrase_order_change,"['more', 'were', 'likely']"
783,3,Conclusions: Higher value in percent increase in FAR is positively associated with higher level of IHTG percent value at 6 months in children with baseline NAFLD.,"['in', 'children', 'with']",verb_form_change_insert_determiner,"['were', 'in', 'children', 'with']"
12,3,The literature search yielded 105 studies with 1092 anatomical and physiological data values on 3742 postpartum women which were used to generate various functions describing the observed trends.,"['were', 'used', 'to']",phrase_order_change,"['were', 'to', 'used']"
1343,3,EXPERT OPINION: There is a major medical need to include male patients with breast cancer in prospective clinical trials.,"['There', 'is', 'a']",dictionary_replacement_phrase_order_change,"['is', 'There', 'a']"
131,3,We analyzed the exosomal miRNAs of patients in favorable (n = 22) and poor outcome (n = 23) groups in a training cohort.,"['of', 'patients', 'in']",verb_form_change_insert_determiner,"['of', 'patients', 'in', 'in']"
328,3,"MATERIALS AND METHODS: A total of 97 male Yakuts were examined, including 44 people diagnosed with hepatocellular cancer and 53 people diagnosed with chronic viral hepatitis.","['A', 'total', 'of']",insert_determiner_verb_form_change,"['A', 'totalling', 'is', 'of']"
277,3,"Additionally, we also examined uridine diphosphate (UDP)-GlcNAc biosynthesis and O-GlcNAcylation levels in patients with chronic hepatitis B (CHB).","['in', 'patients', 'with']",punctuations,"['in', 'patients .', 'with']"
691,3,AIM: To interview community-dwelling older people aged >/=65 years who had recently held a conversation with a healthcare worker and to understand the meanings older people attributed to these conversations.,"['to', 'understand', 'the']",split_words,"['to', 'under stand', 'the']"
446,3,This study aimed to evaluate this technique's feasibility and usefulness in intraoperatively assessing vascular perfusion in a laparoscopically harvested omental flap.,"['study', 'aimed', 'to']",duplication,"['study', 'aimed', 'to to']"
1994,3,Clinical and radiological assessment was compared for both treatment cohorts.,"['Clinical', 'and', 'radiological']",duplication,"['Clinical Clinical', 'and', 'radiological']"
1230,3,"The latter must be differentiated from allergic fungal sinusitis, which is a non-invasive, local overgrowth in immunocompetent patients.","['which', 'is', 'a']",verb_form_change_insert_determiner,"['which', 'was', 'or', 'a']"
1341,3,PURPOSE: The aim of this study was to evaluate random forests (RFs) to identify ROIs on F-florbetapir and F-FDG PET associated with Montreal Cognitive Assessment (MoCA) score.,"['was', 'to', 'evaluate']",punctuations,"['was', 'to , ', 'evaluate']"
1224,3,"Thus, we established a novel GCTB cell line, NCC-GCTB1-C1, which could be a useful tool for studying GCTB tumorigenesis and the efficacy of anticancer drugs.","['the', 'efficacy', 'of']",remove_words,"['the', 'of']"
1241,3,STK1p may also be used for the clinical dynamic monitoring of the effectiveness of surgery in patients with CRC.,"['the', 'effectiveness', 'of']",insert_determiner,"['the', 'is', 'effectiveness', 'of']"
1063,3,It is a common cause of liver pathology after exposure to toxic xenobiotics and during numerous other liver diseases.,"['is', 'a', 'common']",duplication,"['is is', 'a', 'common']"
908,3,The phylogenetic position of 12 poorly known Microhyla species is clarified for the first time.,"['for', 'the', 'first']",spelling_errors,"['for', 'the', 'first']"
1439,3,"We eventually included 12 RCTs, and 574 samples were included in these studies.","['were', 'included', 'in']",phrase_order_change,"['included', 'were', 'in']"
1167,3,"In the examination of postoperative resected specimens, it was found that the mesangial boundary of the upper and posterior part of the stomach was smooth, indicating the efficiency of complete mesangial resection.","['part', 'of', 'the']",insert_determiner_verb_form_change,"['parted', 'of', 'or', 'the']"
447,3,"Result: One-way ANOVA test showed a significant difference in all markers that have been used (P < 0.05) on MNU-breast tumor treated with rapamycin (M= 90.1664, SD= 7.4487), PF4 (M= 93.7946, SD= 7.1303) and rapamycin + PF4 (M= 93.6990, SD= 1.8432).","['significant', 'difference', 'in']",duplication,"['significant', 'difference', 'in in']"
1902,3,The reduction of this inflammatory immune-response could be considered as a potential therapeutic target against severe COVID-19.,"['as', 'a', 'potential']",dictionary_replacement_phrase_order_change,"['as', 'potential', 'a']"
1131,3,"Furthermore, the presence of LAT is significantly associated with future ischemic stroke.","['the', 'presence', 'of']",verb_form_change_phrase_order_change,"['presence', 'the', 'of']"
1121,3,PURPOSE OF REVIEW: Eye tracking is a powerful method to investigate the relationship between behavior and neural mechanisms.,"['to', 'investigate', 'the']",spelling_errors,"['to', 'investigate', 'the']"
1028,3,Twelve patients who had undergone esophageal reconstruction because of cancer and in whom conventional percutaneous radiologic or endoscopic gastrostomy was considered difficult are reported.,"['patients', 'who', 'had']",split_words,"['patients', 'who', 'had']"
893,3,Objective: To analyze the ten-year surgical outcomes and postoperative complications of French-Door laminoplasty (FDL) in the management of multilevel cervical spondylotic myelopathy (MCSM) and analyze the prognostic factors for FDL in treating MCSM.,"['the', 'management', 'of']",punctuations,"['the;', 'management', 'of']"
531,3,The performance of these two rapid protocols is associated with the TTP of blood cultures.,"['is', 'associated', 'with']",dictionary_replacement_phrase_order_change,"['is', 'with', 'associated']"
462,3,"Gene set enrichment analysis of microRNAs showed significant changes in the top six enriched functions that consisted of biological pathway, biological process, molecular function, cellular component, site of expression and transcription factor in all the groups.","['in', 'all', 'the']",insert_determiner_verb_form_change,"['in', 'all', 'on', 'the']"
747,3,Why cancer survivorship care needs assessment may lead to no clear patient pathway - Based on patients' experiences and perspectives.,"['may', 'lead', 'to']",remove_words,"['may', 'to']"
1852,3,Several risk models and clinical features have been identified to stratify the risk of progression to MM.,"['the', 'risk', 'of']",phrase_order_change,"['the', 'of', 'risk']"
619,3,"Ca2+ signaling, but ROS, both of which were stimulated by fungal proteases, was an indispensable determinant for ERK activation and mucin induction.","['of', 'which', 'were']",phrase_order_change,"['which', 'of', 'were']"
1062,3,"This article reviews the history, prevalence, economic costs, morbidity and mortality, and risk factors associated with HAIs.","['factors', 'associated', 'with']",punctuation_braces,"['factors', 'associated [', 'with']"
1054,3,"The aim of this in vitro study was to evaluate the color stability of a bulk-fill (Filtek One Bulk Fill, 3M ESPE) and a conventional (Filtek Z350 XT, 3M ESPE) composite resin light-cured at different distances, before and after being submitted to staining with a coffee solution.","['was', 'to', 'evaluate']",insert_determiner_verb_form_change,"['an', 'been', 'to', 'evaluate']"
1246,3,"In particular, the effects of familiarity on cross-language retrieval were mediated by the second language proficiency.","['the', 'effects', 'of']",phrase_order_change,"['effects', 'the', 'of']"
1086,3,Univariate analysis was performed using Log rank test.,"['analysis', 'was', 'performed']",split_words,"['analysis', 'was', 'performed']"
1095,3,BACKGROUND: The role of the renin-angiotensin-aldosterone system in COVID-19 is controversially discussed.,"['The', 'role', 'of']",verb_form_change_insert_determiner,"['it', 'The', 'role', 'of']"
453,3,Multimorbidity burden and dementia risk in older adults: The role of inflammation and genetics.,"['The', 'role', 'of']",verb_form_change_phrase_order_change,"['role', 'The', 'of']"
672,3,"Loss-of-function mutations in the SCN2A gene, which encodes the voltage-gated sodium channel NaV1.2, are associated with autism rates up to 50%.","['are', 'associated', 'with']",phrase_order_change,"['associated', 'are', 'with']"
1066,3,"Patients randomized to the ""AB"" sequence receive treatment A (Protac Ball Blanket) in the first 2 weeks and switch to treatment B (treatment as usual) in the second period, whereas patients who are randomized to the BA sequence receive treatment B in the first period and treatment A in the second period.","['in', 'the', 'first']",dictionary_replacement_phrase_order_change,"['the', 'in', 'first']"
532,3,"In addition, body mass index, quantity of food intake and stress markers may be related to the academic performance attained.","['may', 'be', 'related']",dictionary_replacement_phrase_order_change,"['be', 'may', 'related']"
272,3,"It was hypothesized that hearing loss or middle ear disease in 11-year-old Pacific children living in New Zealand would be associated with higher levels of engagement in (1) delinquent behaviors, and (2) clinical level internalizing and externalizing problem behaviors than Pacific children with no hearing loss or middle ear disease.","['was', 'hypothesized', 'that']",dictionary_replacement_phrase_order_change,"['hypothesized', 'was', 'that']"
169,3,Ophthalmology practice in general and glaucoma in particular needs certain modifications and additional precautions while examining as well as managing these patients keeping their and our safety in mind.,"['as', 'well', 'as']",remove_words,['well']
1240,3,We also examined clinical features between surviving and deceased patients in the older patient group.,"['patients', 'in', 'the']",dictionary_replacement_phrase_order_change,"['patients', 'the', 'in']"
1728,3,The primary endpoint was the development of postoperative complications.,"['the', 'development', 'of']",punctuations,"['the', 'development', 'of...']"
683,3,Sandwich enzyme-linked immunosorbent assay (ELISA) was used to study the neurotrophic growth factor (NGF) expression.,"['to', 'study', 'the']",remove_words,"['study', 'the']"
665,3,Complications were reported in 7.6% cases with 2.3% related to the distal vascular access.,"['related', 'to', 'the']",remove_words,"['to', 'the']"
888,3,CONCLUSION: Physiologic voice therapy based on the SOVM with connected speech exercises seems to be an effective tool to improve voice in subjects diagnosed with voice complaints.,"['based', 'on', 'the']",spelling_errors,"['based', 'on', 'the']"
1546,3,SurvExpress was used for the prognostic analysis of hub genes signature.,"['was', 'used', 'for']",insert_determiner,"['was', 'used', 'a', 'for']"
1474,3,"This study explored the feasibility of using dry ice, a more readily available alternative.","['the', 'feasibility', 'of']",spelling_errors,"['the', 'feasibility', 'of']"
1294,3,"Each white matter tract was assessed by 2 experienced pediatric neuroradiologists and scored in consensus on the basis of the severity of the structural abnormality, ranging from the white matter tracts being absent to thickened.","['severity', 'of', 'the']",dictionary_replacement_phrase_order_change,"['severity', 'the', 'of']"
1267,3,The aim of this study was to examine whether serum levels of TSP-1 are associated with depression and ECT.,"['study', 'was', 'to']",verb_form_change_phrase_order_change,"['studying', 'to', 'was']"
513,3,"Although the strains found in this study are closely related, there is a relatively small degree of molecular divergence within 543 bp of F gene of the Turkish NDV isolate and strains detected in Israel, Pakistan, Iran, United Arab Emirates and Belgium.","['there', 'is', 'a']",insert_determiner_verb_form_change,"['being', 'there', 'is', 'a']"
437,3,"Following the data collection on demographic and Health-related quality of life (HRQOL) by ODI and SRS-22, radiologic measurement by EOS system and MRI examination including lumbar spinal stenosis (LSS), facet angle, and segmental instability defined by facet opening were performed.","['quality', 'of', 'life']",remove_words,"['quality', 'life']"
490,3,Multivariable logistic regression analyses were used to investigate the independent association between the TyG index and the severity of AP.,"['were', 'used', 'to']",spelling_errors,"['were', 'used', 'to']"
1205,3,"Combined data suggested that interventions that included social norms components were associated with an improvement in health worker behaviour of 0.08 standardised mean differences (95% confidence interval 0.07 to 0.10 standardised mean differences) (n = 100 comparisons), and an improvement in patient outcomes of 0.17 standardised mean differences (95% confidence interval 0.14 to 0.20) (n = 14), on average.","['(95%', 'confidence', 'interval']",punctuations,"['(95%, ', 'confidence', 'interval']"
330,3,"ICU mortality logistic regression models and c-statistics were constructed using SOFA (measured GCS) and mSOFA (measured RASS-estimated GCS), adjusted for age, sex, body-mass index, region (Europe, USA-Canada, Latin America, Africa, Asia, Australia-New Zealand), and postoperative status (medical/surgical).","['for', 'age,', 'sex,']",punctuations,"['for..', 'age,', 'sex,']"
984,3,"Thus, our study strongly suggests the potential therapeutic efficacy of recombinant thrombomodulin for the treatment of chronic kidney disease and subsequent organ failure.","['for', 'the', 'treatment']",insert_determiner,"['for', 'the', 'of', 'treatment']"
503,3,"This study provides comprehensive information for lncRNAs of T. castaneum, and will promote functional analysis and target identification of lncRNAs in the insect.","['This', 'study', 'provides']",duplication,"['This', 'study', 'provides provides']"
1456,3,"Muscle magnetic resonance imaging revealed fatty infiltration in all limb muscles, sparing the triceps brachii, vastus lateralis and vastus medialis.","['magnetic', 'resonance', 'imaging']",verb_form_change_insert_determiner,"['if', 'magnetic', 'resonance', 'image']"
1688,3,"Furthermore, the effects of pure titanium dioxide and copper oxide-titanium dioxide nanocomposites on bacterial morphology, biofilm formation, aggregation and their colonization by targeted pathogens were also examined using scanning electron microscopy.","['the', 'effects', 'of']",phrase_order_change,"['effects', 'the', 'of']"
635,3,The primary endpoint was the proportion of patients with confirmed biomarker status for first-line treatment decision.,"['the', 'proportion', 'of']",split_words,"['the', 'proportion', 'of']"
443,3,"Low CMAP amplitude upon indirect vs. direct stimulation strongly suggest a neurogenic lesion, i.e., CIP, but this was rarely observed among the patients in this study.","['in', 'this', 'study.']",split_words,"['in', 'this', 'study.']"
1150,3,RECENT FINDINGS: Timely diagnosis of pericarditis after AMI is important to prevent potential progression to complicated pericarditis.,"['is', 'important', 'to']",insert_determiner_verb_form_change,"['was', 'an', 'important', 'to']"
1469,3,"The effects of ibogaine-like those of other psychedelic compounds-are long-lasting(2), which has been attributed to its ability to modify addiction-related neural circuitry through the activation of neurotrophic factor signalling(3,4).","['The', 'effects', 'of']",phrase_order_change,"['effects', 'The', 'of']"
278,3,"It is very important that there is a more effective and continuous training of the health professionals of the non-centralized units, for a real control of leprosy as a public health problem in the state.","['there', 'is', 'a']",dictionary_replacement_phrase_order_change,"['is', 'there', 'a']"
129,3,"Additionally, the survey seems to encourage the use of DICOM Viewer and Spectator View both for surgical education and for improving surgery outcomes.","['the', 'use', 'of']",duplication,"['the', 'use use', 'of']"
1777,3,The aim of this study was to test our hypothesis that EDS can be estimated with neural network analysis of previous night polysomnographic signals.,"['aim', 'of', 'this']",spelling_errors,"['aim', 'of', 'this']"
782,3,A fusion of technology of subjective and objective methods is an effective evaluation technique and can be applied to evaluate the performance of green technology innovation.,"['to', 'evaluate', 'the']",insert_determiner_verb_form_change,"['to', 'to', 'evaluated', 'the']"
